brand,num_items,head_top20_items,tail_bottom80_items,mean_interactions,total_interactions
Sebenol,1,0,1,1.0,1
Duel,1,0,1,1.0,1
Ducray Ictyane Hydrating Lotion,1,0,1,1.0,1
Duby,1,0,1,1.0,1
Dual Senses,1,0,1,1.0,1
Seagate Vitamins,1,0,1,1.0,1
KINGLAKE,1,0,1,1.0,1
KYWheel,1,0,1,1.0,1
KUYURA,1,0,1,1.0,1
Calamity J,1,0,1,1.0,1
Cala Make-Up Cleansing Tissues,1,0,1,1.0,1
Cal Tan,1,0,1,1.0,1
California Tan SPF,1,0,1,1.0,1
California Nails,1,0,1,1.0,1
California Girl,1,0,1,1.0,1
Niven,1,0,1,1.0,1
Nisim Biofactor,1,0,1,1.0,1
Nippon Kodo,1,0,1,1.0,1
Nip + Fab Frown Fix,1,0,1,1.0,1
Dura-Block,1,0,1,1.0,1
Dune,1,0,1,1.0,1
Dunaliella,1,0,1,1.0,1
E-VOSS,1,0,1,1.0,1
The Storage Store,1,0,1,1.0,1
The Sprush,1,0,1,1.0,1
Cabochard,1,0,1,1.0,1
The Scottish Fine Soap Company,1,0,1,1.0,1
The Roots Naturelle,1,0,1,1.0,1
The Pressure Positive Co.,1,0,1,1.0,1
Calgon By Coty Perfect Bliss Moisturizing Body Wash 6 Oz.,1,0,1,1.0,1
Secret Hair Boostias,1,0,1,1.0,1
My Eyebrow Pencil #1 Dark Brown With Refill,1,0,1,1.0,1
My Cup Runneth Over Anointing Oils,1,0,1,1.0,1
Lauren&#39;s Way,1,0,1,1.0,1
Le Prince Jardinier,1,0,1,1.0,1
Le Petit Prince,1,0,1,1.0,1
CURVE,1,0,1,1.0,1
CREED LOVE IN BLACK,1,0,1,1.0,1
E&amp;B,1,0,1,1.0,1
Dysfunctional Doll,1,0,1,1.0,1
ECOSCO Hair Extension,1,0,1,1.0,1
"E.T. Browne Drug Co., Inc.",1,0,1,1.0,1
Scolding Locks,1,0,1,1.0,1
Schwarzkopf Professional | Bonacure by Schwarzkopf,1,0,1,1.0,1
KUANGLUNG,1,0,1,1.0,1
KTC,1,0,1,1.0,1
KOKUBO,1,0,1,1.0,1
ELTA SWISS AMERICAN PDT,1,0,1,1.0,1
ELIZABETH ARDEN INC.,1,0,1,1.0,1
ELC,1,0,1,1.0,1
EI Solutions,1,0,1,1.0,1
EG GIFTS,1,0,1,1.0,1
Schwartzkopf,1,0,1,1.0,1
Schrwazkopf,1,0,1,1.0,1
Schiapparelli Pinkenz,1,0,1,1.0,1
Therapy-M,1,0,1,1.0,1
COVER GIRL - PROCTOR,1,0,1,1.0,1
COSPA,1,0,1,1.0,1
COSMEPORT,1,0,1,1.0,1
COOPERLABS,1,0,1,1.0,1
COOL WATER SUMMER DIVE,1,0,1,1.0,1
TheIndianFoodStore,1,0,1,1.0,1
The saem,1,0,1,1.0,1
Scalp Protector,1,0,1,1.0,1
Scalisi Skincare,1,0,1,1.0,1
Scacare,1,0,1,1.0,1
KIKIYU,1,0,1,1.0,1
KGEND,1,0,1,1.0,1
KENT,1,0,1,1.0,1
KENGDO,1,0,1,1.0,1
CLARINS - Mascara,1,0,1,1.0,1
Thierry Mugler Angel Eau de Parfum Spray,1,0,1,1.0,1
Thierry Mugler Alien,1,0,1,1.0,1
CND Sensations,1,0,1,1.0,1
CND LOTION,1,0,1,1.0,1
"CND Creative Scentsations Wicked Ivy Hand &amp; Body Lotion, 8.3 oz",1,0,1,1.0,1
Thetford,1,0,1,1.0,1
ENVY BODY SHOP,1,0,1,1.0,1
ENDLESS SARAH JESSICA PARKER,1,0,1,1.0,1
Earth Baby,1,0,1,1.0,1
Earring,1,0,1,1.0,1
CHINOSHIOSHA,1,0,1,1.0,1
CHIC by Carolina Herrera EDT SPRAY,1,0,1,1.0,1
Three Seven,1,0,1,1.0,1
Thorne,1,0,1,1.0,1
Thompson Center,1,0,1,1.0,1
CLIVEN CREMA POLIVALENTE (MULTIPURPOSE CREAM) 10.1 OZ,1,0,1,1.0,1
"CLEANWELL COMPANY, INC.",1,0,1,1.0,1
Schiaparelli Parfums,1,0,1,1.0,1
Scentual Expressions,1,0,1,1.0,1
Scentsational Shoppe Inc,1,0,1,1.0,1
EVA Hair Revolution,1,0,1,1.0,1
ESSENTIAL OILS NOW,1,0,1,1.0,1
ESPRIT D&#39;OSCAR,1,0,1,1.0,1
ESI,1,0,1,1.0,1
Eau De Gentiane Blanche,1,0,1,1.0,1
Legendary Fragrances,1,0,1,1.0,1
Lefty O`Doul&#39;s,1,0,1,1.0,1
Multi Butter Hand and Body Lotion,1,0,1,1.0,1
Mukunghwa,1,0,1,1.0,1
CD,1,0,1,1.0,1
CAREER PARFUM,1,0,1,1.0,1
CK mall,1,0,1,1.0,1
CHRISTINA AGUILERA INSPIRE,1,0,1,1.0,1
No Vejez,1,0,1,1.0,1
No Stink,1,0,1,1.0,1
No Lift Primer,1,0,1,1.0,1
KLOUD City,1,0,1,1.0,1
KLAPP CLEAN &amp; ACTIVE,1,0,1,1.0,1
KISSTIXX,1,0,1,1.0,1
Savon des Belles,1,0,1,1.0,1
Santa Barbara Bar,1,0,1,1.0,1
Time &amp; Again,1,0,1,1.0,1
Tigi bedhead by Tigi,1,0,1,1.0,1
CALIFORNIA TAN,1,0,1,1.0,1
CAIG Laboratories,1,0,1,1.0,1
CA Botana,1,0,1,1.0,1
C.R. Gibson,1,0,1,1.0,1
Tigi Bed Head Masterpiece Shine Hairspray,1,0,1,1.0,1
Le Donne Leather,1,0,1,1.0,1
EZ Air,1,0,1,1.0,1
EXPRESS ION ROUND,1,0,1,1.0,1
Savesta Lifescience Inc,1,0,1,1.0,1
Sassy,1,0,1,1.0,1
Earth&#39;s Best,1,0,1,1.0,1
Eboline,1,0,1,1.0,1
Eau De Star,1,0,1,1.0,1
Buxom Lips,1,0,1,1.0,1
Buttons.etc,1,0,1,1.0,1
Butt Naked Baby,1,0,1,1.0,1
Bys Professional,1,0,1,1.0,1
Byredo,1,0,1,1.0,1
Bvlgari Omnia Green Jade,1,0,1,1.0,1
Tinkyada,1,0,1,1.0,1
Tinkerbell,1,0,1,1.0,1
Timeless,1,0,1,1.0,1
Sargent,1,0,1,1.0,1
Sarahs Hair Extensions,1,0,1,1.0,1
Sarah Horowitz Parfums,1,0,1,1.0,1
EcoGenics,1,0,1,1.0,1
Eco-Nature Care,1,0,1,1.0,1
Eco Tool,1,0,1,1.0,1
Eco Nuts,1,0,1,1.0,1
Ecstasy,1,0,1,1.0,1
EcoPure,1,0,1,1.0,1
Sana Isoflavone,1,0,1,1.0,1
SanSiro,1,0,1,1.0,1
Samy iStyle &quot;Stand Me Up&quot; Styling Glue 5 oz,1,0,1,1.0,1
Ego Pharmaceuticals,1,0,1,1.0,1
Northern Lights,1,0,1,1.0,1
KARADA PLUS,1,0,1,1.0,1
KAO Asience,1,0,1,1.0,1
Bulldog From London,1,0,1,1.0,1
Bulk Savings,1,0,1,1.0,1
Today&#39;s Miracles,1,0,1,1.0,1
Buried Treasure,1,0,1,1.0,1
Bullie,1,0,1,1.0,1
BuyYouSee,1,0,1,1.0,1
Buxom Sephora,1,0,1,1.0,1
Noir Cosmetics,1,0,1,1.0,1
Noa Perle,1,0,1,1.0,1
KING,1,0,1,1.0,1
Eggwhite Facial Soap,1,0,1,1.0,1
Edward Beale,1,0,1,1.0,1
Eddy Products,1,0,1,1.0,1
Eddie Bauer,1,0,1,1.0,1
Muir Glen,1,0,1,1.0,1
Mt. Capra Products,1,0,1,1.0,1
Ms. Professional,1,0,1,1.0,1
Ms. Pedicure,1,0,1,1.0,1
Moyown Tress,1,0,1,1.0,1
Moving Comfort,1,0,1,1.0,1
Mouth Watchers,1,0,1,1.0,1
Tonique Douceur 200ml/6.7oz,1,0,1,1.0,1
Tommy Boy Eau De Prep edt Spray,1,0,1,1.0,1
Ein Gedi Oils,1,0,1,1.0,1
Ein Gedi Cosmetics,1,0,1,1.0,1
Ein Gedi,1,0,1,1.0,1
Eight Body Moisture,1,0,1,1.0,1
Browning Magazines &amp; Sights,1,0,1,1.0,1
Bros. New York,1,0,1,1.0,1
Brooches,1,0,1,1.0,1
Bucky O&#39;Hare,1,0,1,1.0,1
Bubble&amp;B Foaming Hair Color #6.1F Beige Brown,1,0,1,1.0,1
Bubble Gum Surf Wax,1,0,1,1.0,1
Brushtech,1,0,1,1.0,1
Tool Cool for School,1,0,1,1.0,1
Tonytail,1,0,1,1.0,1
KAIJIRUSHI,1,0,1,1.0,1
KA,1,0,1,1.0,1
Nordstrom,1,0,1,1.0,1
Norvell/Amber Sun facial bronzer,1,0,1,1.0,1
SalonGuys,1,0,1,1.0,1
Salon Tech Ionic Turbo 3300 Professional Hair Dryer,1,0,1,1.0,1
Salon Selectives Conditioner,1,0,1,1.0,1
Braza,1,0,1,1.0,1
Braun,1,0,1,1.0,1
Total Results Miracle Treat,1,0,1,1.0,1
Brilliant,1,0,1,1.0,1
Brewcraft,1,0,1,1.0,1
Broadway Enterprise,1,0,1,1.0,1
Brittny,1,0,1,1.0,1
Samy Professional Icing Continuous Spray Moisturiz,1,0,1,1.0,1
Samy Jooouge Fun Fiber Shampoo 8oz/ 236ml,1,0,1,1.0,1
Sammi Sweetheart,1,0,1,1.0,1
Elasta QP with BeautyOnline,1,0,1,1.0,1
Ein Gedi Perfumes,1,0,1,1.0,1
Boutique 9,1,0,1,1.0,1
Tous In Heaven,1,0,1,1.0,1
Tough 1,1,0,1,1.0,1
Letraset,1,0,1,1.0,1
Leisure Curl,1,0,1,1.0,1
Leiber,1,0,1,1.0,1
Motul,1,0,1,1.0,1
Motown Tress - Weave and Bulk,1,0,1,1.0,1
Moshi Monsters,1,0,1,1.0,1
Moschino Cheap and Chic,1,0,1,1.0,1
Morton,1,0,1,1.0,1
Morris Costumes,1,0,1,1.0,1
Totally Me!,1,0,1,1.0,1
Nourishing Mascara Base 8ml/0.23oz,1,0,1,1.0,1
Nougat London,1,0,1,1.0,1
"Not Soap, Radio",1,0,1,1.0,1
Elegant Bridal Designs,1,0,1,1.0,1
Elegance Silver,1,0,1,1.0,1
Electric,1,0,1,1.0,1
Elizabeth Arden Mediterranean,1,0,1,1.0,1
Elizabeth Arden Green Tea,1,0,1,1.0,1
Elite Serum,1,0,1,1.0,1
Elite Ozone,1,0,1,1.0,1
Elgon Moda &amp; Styling Cosmetic Hair Color Cream #3,1,0,1,1.0,1
Track Hair Products,1,0,1,1.0,1
Toysmith,1,0,1,1.0,1
Toyland,1,0,1,1.0,1
Toworld18,1,0,1,1.0,1
Tova Beverly Hills Secrets,1,0,1,1.0,1
Brandis Beauty Chic,1,0,1,1.0,1
Brad.,1,0,1,1.0,1
Boyd&#39;s,1,0,1,1.0,1
Sakamotokouseidou,1,0,1,1.0,1
Bona Fide,1,0,1,1.0,1
BornFree,1,0,1,1.0,1
Boraxo&Acirc;&reg;,1,0,1,1.0,1
Bora Bora,1,0,1,1.0,1
Books - All Publisher Titles,1,0,1,1.0,1
Bosley Professional Strength,1,0,1,1.0,1
Joya,1,0,1,1.0,1
Just For You,1,0,1,1.0,1
Just Ducky,1,0,1,1.0,1
Julio Iglesias,1,0,1,1.0,1
Noxin System 5 Shampoo 10.1oz and Conditioner 10.1oz Duo Set gift set.,1,0,1,1.0,1
Sally Hansen.,1,0,1,1.0,1
"Sally Hansen Smile Brightening Lip Treament, Luminous #6631-30",1,0,1,1.0,1
Salon Elements,1,0,1,1.0,1
Elegant Touch,1,0,1,1.0,1
Sai Zen,1,0,1,1.0,1
Elvis Presley,1,0,1,1.0,1
Ellin Lavar Textures,1,0,1,1.0,1
Emerald Laboratories,1,0,1,1.0,1
Embassy,1,0,1,1.0,1
Safe Sea,1,0,1,1.0,1
Safariland,1,0,1,1.0,1
Bodyography Skin,1,0,1,1.0,1
Tri Hair - Institute of Trichology,1,0,1,1.0,1
Trendz,1,0,1,1.0,1
Bondini,1,0,1,1.0,1
Bond No.9,1,0,1,1.0,1
Bond Beauty,1,0,1,1.0,1
Sally Hansen 18 Hour Lip Treatment - 07 Clear Raisin,1,0,1,1.0,1
Sally Girl Baked Eye Shadow 172 Money,1,0,1,1.0,1
Salerm Cosmetics,1,0,1,1.0,1
Energy Glow,1,0,1,1.0,1
Liese,1,0,1,1.0,1
LiceLogic,1,0,1,1.0,1
Morganna&#39;s Alchemy,1,0,1,1.0,1
Morgan,1,0,1,1.0,1
Moraz,1,0,1,1.0,1
Body Shaping Cream,1,0,1,1.0,1
Body Care,1,0,1,1.0,1
"Joinnew, Others",1,0,1,1.0,1
JohnsonDiversey,1,0,1,1.0,1
Johnson&#39;s No More Tangles,1,0,1,1.0,1
Jovan Musk for Women Cologne Spray 2 Fl Oz,1,0,1,1.0,1
Nuance mineral eyeshadow,1,0,1,1.0,1
Nu Skin Nutriol,1,0,1,1.0,1
Empty Polish Bottle 0.5oz.,1,0,1,1.0,1
Saile International,1,0,1,1.0,1
Bloomsberry,1,0,1,1.0,1
Tropical Fruits,1,0,1,1.0,1
Tron,1,0,1,1.0,1
Tromic Gifts,1,0,1,1.0,1
Troika,1,0,1,1.0,1
Blue World,1,0,1,1.0,1
Blue Moon Beauty,1,0,1,1.0,1
Blue Galleon,1,0,1,1.0,1
Body America,1,0,1,1.0,1
Bobbi Boss Indi Remi,1,0,1,1.0,1
Blumarine,1,0,1,1.0,1
Trinidad Cosmetics Lab Phils,1,0,1,1.0,1
BodyCare Companions,1,0,1,1.0,1
Body Up Pro,1,0,1,1.0,1
Empire Paintball,1,0,1,1.0,1
SUN &amp; SKIN CARE RESEARCH LLC,1,0,1,1.0,1
Enregin,1,0,1,1.0,1
SU,1,0,1,1.0,1
STRICKLAND &amp; CO,1,0,1,1.0,1
STRAIGHT ARROW PRODUCTS INC,1,0,1,1.0,1
STR8,1,0,1,1.0,1
SS/Sophia,1,0,1,1.0,1
SPI,1,0,1,1.0,1
SPF33 Bubble Bath S86 Opi Gelcolor Uv Gel Polish with Free Matching Nail Lacquer 0.5floz,1,0,1,1.0,1
True Integrity,1,0,1,1.0,1
True Glow,1,0,1,1.0,1
Trucco SLICK,1,0,1,1.0,1
Trucco Firecracker,1,0,1,1.0,1
Tru,1,0,1,1.0,1
Bling bling nail decals,1,0,1,1.0,1
Blue Cross labs,1,0,1,1.0,1
BlowOutBarn,1,0,1,1.0,1
Epoch,1,0,1,1.0,1
SNOOKI COUTURE,1,0,1,1.0,1
SNAPDRAGON,1,0,1,1.0,1
ErectZan,1,0,1,1.0,1
Linden Leaves,1,0,1,1.0,1
Liminova,1,0,1,1.0,1
Mopiko,1,0,1,1.0,1
Moore&#39;s,1,0,1,1.0,1
Moonstar,1,0,1,1.0,1
Moomin Valley Characters,1,0,1,1.0,1
Turbo Power Forte,1,0,1,1.0,1
Tsuyagla,1,0,1,1.0,1
Trustree,1,0,1,1.0,1
TrueKeratin,1,0,1,1.0,1
Enzymatic Therapy,1,0,1,1.0,1
Enzo Rossi,1,0,1,1.0,1
Johnson,1,0,1,1.0,1
John Paul Mitchell Systems,1,0,1,1.0,1
Nucleic a Proteplex,1,0,1,1.0,1
Nubar Mini Lacquer Collection,1,0,1,1.0,1
SKIN1 by Dr. Gram,1,0,1,1.0,1
Turbo Tan,1,0,1,1.0,1
Blackcurrant,1,0,1,1.0,1
BlackBerry,1,0,1,1.0,1
Black XS,1,0,1,1.0,1
Black Thang,1,0,1,1.0,1
Black Sugar Bronzer,1,0,1,1.0,1
Black Soap,1,0,1,1.0,1
SPAtopia,1,0,1,1.0,1
SPA ACCESSORIES,1,0,1,1.0,1
SOLO FRAGRANCE,1,0,1,1.0,1
Epona,1,0,1,1.0,1
Estone,1,0,1,1.0,1
Esthederm,1,0,1,1.0,1
SEOH,1,0,1,1.0,1
SENSORY FUSION POMEGRANATE,1,0,1,1.0,1
Biomax Formulations,1,0,1,1.0,1
Two Leaves and a Bud,1,0,1,1.0,1
Twinkle Toes,1,0,1,1.0,1
BisLinks&reg;,1,0,1,1.0,1
Biotherm Homme,1,0,1,1.0,1
Estetica Design,1,0,1,1.0,1
Est&eacute;e Lauder &amp; Michael Kors,1,0,1,1.0,1
Essie Nail Polish,1,0,1,1.0,1
SILCOT,1,0,1,1.0,1
SHIISEIDO,1,0,1,1.0,1
SHALIMAR by Guerlain,1,0,1,1.0,1
Jml,1,0,1,1.0,1
SCOTT,1,0,1,1.0,1
SCHERING-PLOUGH NO POST,1,0,1,1.0,1
SAVOUR,1,0,1,1.0,1
Lipstick,1,0,1,1.0,1
LipFusion Infatuation Liquid Shine Multi Action Lip Fattener-In The Flesh (Boxed),1,0,1,1.0,1
Lip-Ex,1,0,1,1.0,1
Lip Lites,1,0,1,1.0,1
Lion Steel,1,0,1,1.0,1
Monster Energy,1,0,1,1.0,1
Monoprice,1,0,1,1.0,1
UCF,1,0,1,1.0,1
Joe Blasco Cosmetics,1,0,1,1.0,1
Nutra Origin,1,0,1,1.0,1
Eteyo,1,0,1,1.0,1
Eternox,1,0,1,1.0,1
Estrella,1,0,1,1.0,1
Evac-U-Gen,1,0,1,1.0,1
URE,1,0,1,1.0,1
UNILEVER.,1,0,1,1.0,1
UNBREAKABLE LOVE,1,0,1,1.0,1
Bioglo,1,0,1,1.0,1
BioTanical,1,0,1,1.0,1
UNBREAKABLE BOND,1,0,1,1.0,1
UMBRO,1,0,1,1.0,1
UK Derm Pharma,1,0,1,1.0,1
UICY COUTURE,1,0,1,1.0,1
SELENA GOMEZ VIVAMORE,1,0,1,1.0,1
SEEDBL,1,0,1,1.0,1
SEBASTIAN CONDITIONER,1,0,1,1.0,1
Eucalyptus Mint Moisturizing Hand Soap,1,0,1,1.0,1
Etoile Parfumes,1,0,1,1.0,1
Etoile,1,0,1,1.0,1
Ever Collection,1,0,1,1.0,1
Excell Brands,1,0,1,1.0,1
Evolatree,1,0,1,1.0,1
Uknown,1,0,1,1.0,1
Bio Follicle,1,0,1,1.0,1
Binchotan,1,0,1,1.0,1
BioBag,1,0,1,1.0,1
Bio anne,1,0,1,1.0,1
USACME,1,0,1,1.0,1
US Toy Company,1,0,1,1.0,1
Jewelry4lady,1,0,1,1.0,1
Jesse James,1,0,1,1.0,1
Nutricentials,1,0,1,1.0,1
NutriSkin,1,0,1,1.0,1
SANRIO,1,0,1,1.0,1
SANDERLING,1,0,1,1.0,1
Royale Eminence Beautique,1,0,1,1.0,1
Beverly Hills Polo Club Sexy For Men,1,0,1,1.0,1
UltraClub,1,0,1,1.0,1
Big Sexy Hair | Sexy Hair,1,0,1,1.0,1
Big Pine Mountain,1,0,1,1.0,1
Big Bondini,1,0,1,1.0,1
Bifesta,1,0,1,1.0,1
Evian Affinity Holiday Skin Nourishing Body Lotion,1,0,1,1.0,1
EvesErose,1,0,1,1.0,1
S &amp; B,1,0,1,1.0,1
Rumford,1,0,1,1.0,1
Rumble59 Schmiere,1,0,1,1.0,1
Ruby Kiss,1,0,1,1.0,1
ExpressLocs,1,0,1,1.0,1
Evergreen Scale Models,1,0,1,1.0,1
Ever Sheen,1,0,1,1.0,1
ON Arousal Oil for Her,1,0,1,1.0,1
OLOS,1,0,1,1.0,1
Uniq,1,0,1,1.0,1
"Unimed-Midwest, Inc.",1,0,1,1.0,1
Ultraviolet,1,0,1,1.0,1
Better Hair,1,0,1,1.0,1
Bi Mat Cay,1,0,1,1.0,1
Beyond Belief,1,0,1,1.0,1
Beyonce Heat,1,0,1,1.0,1
Jean Paul Gautier,1,0,1,1.0,1
O.P.I RapiDry TOP COAT 0.5oz,1,0,1,1.0,1
Nyle Herbal,1,0,1,1.0,1
Nuun,1,0,1,1.0,1
"Exclusive By Almay Bright Eyes Eye Base &amp; Concealer-light/medium 125 -0.22 Oz., 1 Pack",1,0,1,1.0,1
Excelsior,1,0,1,1.0,1
Rstar,1,0,1,1.0,1
FACTOR,1,0,1,1.0,1
FA Edmunds,1,0,1,1.0,1
F 450,1,0,1,1.0,1
Roux Fermodyl,1,0,1,1.0,1
Mon Platin DSM,1,0,1,1.0,1
MoltoBene Hair Care | Clay Esthe,1,0,1,1.0,1
Living Flower Essences,1,0,1,1.0,1
Berkeley Square Cosmetics Company,1,0,1,1.0,1
Bethany Frankel,1,0,1,1.0,1
Eye Pencil #P616 Turquoise,1,0,1,1.0,1
Eyeliner Pencil #P610 Electric Blue,1,0,1,1.0,1
Eyelash Extensions,1,0,1,1.0,1
Eye-Hole,1,0,1,1.0,1
Royal Imex,1,0,1,1.0,1
FC Collection,1,0,1,1.0,1
ON Organic,1,0,1,1.0,1
FLOWERS DEEP,1,0,1,1.0,1
Bella Naturals,1,0,1,1.0,1
Belson Profiles,1,0,1,1.0,1
Bellehome,1,0,1,1.0,1
BelleSha,1,0,1,1.0,1
Benefique Makeup Cleansing Oil 175ml,1,0,1,1.0,1
Bench,1,0,1,1.0,1
Unix,1,0,1,1.0,1
Universal Products,1,0,1,1.0,1
Unite Luxury Shampoo,1,0,1,1.0,1
Best Deal Ever,1,0,1,1.0,1
Bessky(TM),1,0,1,1.0,1
Lirio,1,0,1,1.0,1
OEM,1,0,1,1.0,1
Jean Marc Sinan,1,0,1,1.0,1
Jazzing,1,0,1,1.0,1
ONOR-Tech,1,0,1,1.0,1
Rose &amp; CO,1,0,1,1.0,1
Livegain,1,0,1,1.0,1
Liu,1,0,1,1.0,1
Littlest Pet Shop,1,0,1,1.0,1
Moisturizing Lotion,1,0,1,1.0,1
Moist Repair moistrepair,1,0,1,1.0,1
Moderne&amp;trade,1,0,1,1.0,1
Bellacare,1,0,1,1.0,1
Bella Taylor by VHC,1,0,1,1.0,1
Rosewood,1,0,1,1.0,1
FINE,1,0,1,1.0,1
FUN Costumes,1,0,1,1.0,1
FT Shiseido,1,0,1,1.0,1
FRIO,1,0,1,1.0,1
FRAMESI FRAMCOLOR FUTURA,1,0,1,1.0,1
ModelModel,1,0,1,1.0,1
Model Model Hair Fashion,1,0,1,1.0,1
Beaver,1,0,1,1.0,1
Bell Franz,1,0,1,1.0,1
BelOMA,1,0,1,1.0,1
Beech Sandal Co.,1,0,1,1.0,1
VAUDE,1,0,1,1.0,1
VANCLEAF&amp; ARPELS,1,0,1,1.0,1
Ussense Dist,1,0,1,1.0,1
Ururun Shisen,1,0,1,1.0,1
BelleCore,1,0,1,1.0,1
OPI GelColor - Top This! GelColor Top Coat Kit Trio #1,1,0,1,1.0,1
Janssen Cosmeceutical,1,0,1,1.0,1
Janet Beauti Plus,1,0,1,1.0,1
OPI Collection,1,0,1,1.0,1
OPI Australia collection,1,0,1,1.0,1
Fab Beauty,1,0,1,1.0,1
Roland,1,0,1,1.0,1
Rokeach,1,0,1,1.0,1
Rodis,1,0,1,1.0,1
Fair &amp; White So White,1,0,1,1.0,1
Facial Solaris Dr.Nona products,1,0,1,1.0,1
Facial Fa&ccedil;ade,1,0,1,1.0,1
Rockin Rodeo,1,0,1,1.0,1
Rockin Beads (TM),1,0,1,1.0,1
Rockaholic by Tigi,1,0,1,1.0,1
Rock &amp; Roll,1,0,1,1.0,1
Loftus,1,0,1,1.0,1
Loew-Cornell,1,0,1,1.0,1
Log Cabin,1,0,1,1.0,1
Modern Organics,1,0,1,1.0,1
Modern Muse,1,0,1,1.0,1
False Eyelashes WZO,1,0,1,1.0,1
False Eyelashes VZ,1,0,1,1.0,1
BeautyLand,1,0,1,1.0,1
BeautyBleander,1,0,1,1.0,1
VIVOSKYVIEW,1,0,1,1.0,1
VIOLET EYES,1,0,1,1.0,1
False Eyelashes VX,1,0,1,1.0,1
False Eyelashes Night 2,1,0,1,1.0,1
False Eyelashes Night 1,1,0,1,1.0,1
Rive Gauche,1,0,1,1.0,1
Fantasy Hydrating Body Lotion,1,0,1,1.0,1
Fanola,1,0,1,1.0,1
Fangyuan,1,0,1,1.0,1
Romance Aromatherapy,1,0,1,1.0,1
Facelight,1,0,1,1.0,1
Face &amp; Body,1,0,1,1.0,1
Rio,1,0,1,1.0,1
Feather Collection,1,0,1,1.0,1
Faviola Carrect Cosmetics,1,0,1,1.0,1
Faviola Carrect,1,0,1,1.0,1
Longanoid,1,0,1,1.0,1
Mo-Tech,1,0,1,1.0,1
Miyoshi Soap,1,0,1,1.0,1
"Beauty Creation, Inc.",1,0,1,1.0,1
Beauty Cottage,1,0,1,1.0,1
Beauty &amp; Pin-Ups,1,0,1,1.0,1
ORE Originals,1,0,1,1.0,1
Jane Catter,1,0,1,1.0,1
James Galann,1,0,1,1.0,1
OPI Skin Care,1,0,1,1.0,1
OPI Nail Polish Black White and Red Shatter &quot;Set of 3&quot;,1,0,1,1.0,1
OPI Nail Lacquer - ElePhantastic Pink,1,0,1,1.0,1
Rheinstone,1,0,1,1.0,1
Rg-cell Skin Stem Cell Support with EGF and Blue Green Algae,1,0,1,1.0,1
Femi Collection,1,0,1,1.0,1
Felovite,1,0,1,1.0,1
Fellowes,1,0,1,1.0,1
Vapour Organic,1,0,1,1.0,1
Bc Hairtheraphy,1,0,1,1.0,1
BeautiControl Skinlogics,1,0,1,1.0,1
Beaumont,1,0,1,1.0,1
Vanbox,1,0,1,1.0,1
Valutrode,1,0,1,1.0,1
Valobra,1,0,1,1.0,1
Lord &amp; Berry (Discontinued Products),1,0,1,1.0,1
Fashion Fair Cosmetics,1,0,1,1.0,1
Risarium,1,0,1,1.0,1
Riqara,1,0,1,1.0,1
Fiji,1,0,1,1.0,1
Fifty Cent,1,0,1,1.0,1
Fiebing&#39;s,1,0,1,1.0,1
Fiebing,1,0,1,1.0,1
Fidji,1,0,1,1.0,1
Fiddler&#39;s Elbow,1,0,1,1.0,1
Obsessive Compulsive,1,0,1,1.0,1
Bath Party,1,0,1,1.0,1
Veri Soda,1,0,1,1.0,1
VenetianMKS,1,0,1,1.0,1
"Bazooka, Ring Pop, Baby Bottle Pop, Push Pop",1,0,1,1.0,1
Bazant,1,0,1,1.0,1
Batman,1,0,1,1.0,1
Vavoom,1,0,1,1.0,1
VarichLotus,1,0,1,1.0,1
RiCi,1,0,1,1.0,1
OSRW35,1,0,1,1.0,1
ORS,1,0,1,1.0,1
Reveur,1,0,1,1.0,1
Reverie,1,0,1,1.0,1
Fino,1,0,1,1.0,1
Lorenzo Villoresi EDT SPRAY 3.4 oz,1,0,1,1.0,1
Loreal True Match,1,0,1,1.0,1
"Loreal Superior Preference Hair Color, 7la Lightest Auburn - 1 Ea (Pack of 3)",1,0,1,1.0,1
"Loreal Shocking HIP Shadow Pigments, Fiery 124, 1 Pack",1,0,1,1.0,1
Loreal Glam Bronze Gel,1,0,1,1.0,1
Mistian,1,0,1,1.0,1
VersaSpa Sunless PRO,1,0,1,1.0,1
Vermont Soapworks,1,0,1,1.0,1
Bathscriptions,1,0,1,1.0,1
Bath and Body Works (BATHK),1,0,1,1.0,1
Revlon Colorsilk Luminista,1,0,1,1.0,1
Fitne,1,0,1,1.0,1
Fiske Industries,1,0,1,1.0,1
BareMinerals Multi Tasking Minerals SPF20 Bisque 2g/0.07oz,1,0,1,1.0,1
BareMinerals BareSkin,1,0,1,1.0,1
Victor,1,0,1,1.0,1
Via Nature,1,0,1,1.0,1
Basicare,1,0,1,1.0,1
Vertigo,1,0,1,1.0,1
Versus,1,0,1,1.0,1
Mitchell&#39;s,1,0,1,1.0,1
Lotus Foods,1,0,1,1.0,1
Lotions2go,1,0,1,1.0,1
Jai Ose Paris,1,0,1,1.0,1
Jack&#39;s Hand Cleaner,1,0,1,1.0,1
Jack Spade,1,0,1,1.0,1
OSY Inc.,1,0,1,1.0,1
Renineic,1,0,1,1.0,1
Renergie Lift Multi-Action Lifting &amp; Firming Cream,1,0,1,1.0,1
Banraishop,1,0,1,1.0,1
Victoria&#39;s Secret - Cosmetic Holder,1,0,1,1.0,1
Victoria&#39;s Scret,1,0,1,1.0,1
